,ID,age,customer_class,value,tot_spend,customer_value
102,cfdba7d7c79ef00faf0e4461a6359f07,,30,LOW,237.4,1
103,023c634e5617e2af8fa22ea2f2f3c1b2,,46,MEDIUM,1210.08,2
104,c7e575f72a40799e036a64ea7738e920,39.0,46,VERY HIGH,7596.575,4
105,bc5868be7b7bc326115d15d637abe95e,,33,MEDIUM,900.447,2
106,c87b20449fb920e43b0e65b1eed35fa2,36.0,39,MEDIUM,495.0,2
107,510d7296498718f2cc424bc681c2f2ed,,33,HIGH,3976.4,3
108,3555cc60fd0f503e17aa9081f02e635f,,44,HIGH,3695.89,3
109,ca921ed3eb900ab0fff0512ce5405153,36.0,46,LOW,100.0,1
110,6c66e3b78111630ab1f0033f19a531eb,,46,MEDIUM,1232.325,2
111,c07761f7be338e40a908bd72897baa7e,56.0,135,MEDIUM,631.68,2
112,173ba206848b364a2c432d934707ec28,22.0,46,MEDIUM,873.44,2
113,afcf6d72a87f28a6a9e0a48c4e7f96eb,,44,HIGH,3818.28,3
114,9e7470648c1506d69def594b24631215,36.0,46,MEDIUM,1260.25,2
115,0f86a2988aee79093a8b726dc948b84e,,33,MEDIUM,1358.65,2
116,0edbcaebe9447d97666802f3671dd2f9,26.0,43,LOW,0.0,1
117,0762b58472dca2bcc1d72107bda6d03d,38.0,46,VERY HIGH,10528.98,4
118,d42c372bd5bdc296b079daeef514621e,46.0,41,HIGH,3222.58,3
119,45b2130a3a8b8d07abdf718828104751,42.0,44,VERY HIGH,6400.5,4
120,2eda7ec51194047cde6dbf28fb7a501a,35.0,46,HIGH,3775.35,3
121,6747a5598950be778346457cbb85fec6,25.0,39,LOW,0.0,1
122,c5036b61cadf978b697e54f712a20dc0,53.0,44,HIGH,2291.11,3
123,2b80f820948c44263b74030904ea69b1,,46,LOW,288.25,1
124,9144984f23b29869f8f6ee049e5f17d9,,49,LOW,285.0,1
125,b51a9fb139fce18afc598ffb459b2111,26.0,39,MEDIUM,700.0,2
126,c7f9861af22f6d756a2d2c719ff0202e,48.0,46,LOW,0.0,1
127,1b82dabc863fafc1570f86a886bb57c4,,44,HIGH,3287.4,3
128,2ab4d3a7a15d559549dc980f6f5f2052,31.0,44,HIGH,2504.76,3
129,a00753147cc0efb1532445c982ec9c58,24.0,49,VERY HIGH,7410.393,4
130,9b852aac051fb11cbea6c0007c6c2407,26.0,44,LOW,146.47,1
131,33cef4851dac5d321f8eda76a8ac6158,39.0,46,MEDIUM,1554.66,2
132,7ff75e41e72c5b4ac2358e2e07228636,23.0,44,HIGH,2703.33,3
133,ad9bfb05c942fb6a20d9d92b654a5eef,41.0,135,MEDIUM,1301.4,2
134,8b54d49c3217537bf26a6d9559a3dd74,54.0,49,TOP,11851.76,5
135,b6246155fc276691e2501a6306f01faf,41.0,32,HIGH,3006.25,3
136,9f7665cb1b87cd1188d8889102fddfb5,48.0,46,VERY HIGH,7674.95,4
137,212b6dd6084db85cdc3a974f907e4d0b,28.0,46,LOW,95.2,1
138,cb49036e2944450ed923eacabd2cb316,,46,LOW,0.0,1
139,c2116691b01a68c2a09f4ce3f0137c6c,,44,MEDIUM,1221.32,2
140,84800016f76cdd9ca4d3ef39bc6a520b,,39,HIGH,4389.74,3
141,a4e6c89c6b1d69b9a931b216c30636cd,,39,HIGH,4091.275,3
142,33041432075b47a5363edd043b4dd847,34.0,1000,HIGH,1736.597934,3
143,dd9bc9cf3542b0a4b8c95823bcd9390a,42.0,46,VERY HIGH,8014.9,4
144,7bda50bfd20f7ad934d4363aab9ad846,,44,LOW,0.0,1
145,0e1d720eef45dbcc1c311011fb777d7b,22.0,184,LOW,0.0,1
146,537b75d36f459953b429a6adc3816894,40.0,46,HIGH,2392.435,3
147,81c3de6e72110b89764f534a9310e8af,26.0,39,HIGH,2421.568284,3
148,88359c73c57728faa7feac389c0969bf,,49,HIGH,3440.27,3
149,2199c6a2891a20cd2d0dadd888d7cc00,,46,MEDIUM,610.35,2
150,2828de3f9c545930269255a88ca5e32a,,44,TOP,12562.71,5
151,89d5a967c75308457fbced739e16e7b8,,46,HIGH,2031.58,3
152,a8ad931b8c47f4ff3d001389bfe1fdd1,,46,MEDIUM,629.825,2
153,8e68df294357b7c91fb757ebc2bcece4,,49,LOW,222.4825,1
154,b4c4e7f744e2152ade1b1f594462372f,27.0,44,VERY HIGH,6597.52,4
155,d587b79d082cfb6ed4f5962ef94be9cf,22.0,30,TOP,13075.42,5
156,4e6a7581cb3fc1900e26a2ac17f33f33,,30,LOW,232.8,1
157,043ab6cacab11e6322b92e48a28b90ef,38.0,39,HIGH,2808.965,3
158,942658166d00b35f96df91d802ae23a5,45.0,39,TOP,15026.05,5
159,8cbe9723eb6fc837a87e656a05dfab65,,46,HIGH,2034.63,3
160,d769fb8d11a7b392a25603df70f7fafa,,49,VERY HIGH,9675.208,4
161,86bdda8a3f14f87d324590b689212b78,49.0,185,TOP,22899.63,5
162,dcb59cd313e359e5160ac676f8fb4679,36.0,44,HIGH,1968.54,3
163,6faa55dabb5044a98eed10a60f79e92d,28.0,39,HIGH,2323.03,3
164,2737bd0cb6a6ddee0a8c89454b49ea9e,,49,HIGH,2439.3,3
165,c3eb6eb2f4e745ef9ef011a82d23df12,,185,HIGH,4114.96,3
166,08158b5f75f0fabda608945de498eff6,20.0,44,LOW,312.24,1
167,1081d0647c5c3ac54795f27b7980078b,,39,VERY HIGH,5735.09,4
168,3f38d4811203b59040cf1ecef46e324b,,39,HIGH,3768.25,3
169,77e27f9f533911bb856776095d747839,36.0,39,HIGH,2261.76,3
170,690e49191160505775a3febee3f606e6,,46,HIGH,1996.445,3
171,0473621fae8da9c063d58b98300d87e2,22.0,39,LOW,0.0,1
172,d02d1f27374aa5de8a80a8715c79cdcf,,39,LOW,0.0,1
173,cc6187773060bf70933da53c4a39451f,,46,VERY HIGH,6749.35,4
174,db36004873e9a5c7140cb528115304ef,43.0,135,MEDIUM,1048.52,2
175,37aad5af2cf7077733d9354a1088cc16,,185,LOW,0.0,1
176,a43fc903f9a80160ea21d2fb3731e4e6,51.0,49,VERY HIGH,7169.3,4
177,3e29e2af1f53954e0a71914cc5974326,69.0,44,VERY HIGH,5635.5,4
178,3e29e2af1f53954e0a71914cc5974326,69.0,44,VERY HIGH,5635.5,4
179,3e29e2af1f53954e0a71914cc5974326,69.0,44,VERY HIGH,5635.5,4
180,be9d157136f9052252468365b3d786ad,26.0,186,HIGH,3722.54,3
181,883cf7a1279af064430251e8bd1cda5f,46.0,39,HIGH,4690.1,3
182,47fb676a5ecf820335efc35cbe69d0b5,38.0,44,HIGH,3230.02,3
183,8a030d0d45397c537b365833dc5fbb5f,30.0,46,HIGH,2714.885,3
184,a48afa5956c056609b7d13984e2b44ee,27.0,44,TOP,17405.91,5
185,a48afa5956c056609b7d13984e2b44ee,28.0,44,TOP,17405.91,5
186,b17187f73ceddfe76a3185642211547f,60.0,403,VERY HIGH,9641.05,4
187,71c3b276a2c50273c3605d39e94dd57b,,46,LOW,220.015,1
188,8c56645c030a0291858d4dd33f1def84,28.0,39,HIGH,3094.65,3
189,24d4ee83dd6ce44ae591e6302dd42ac6,46.0,39,VERY HIGH,6908.875,4
190,07ac342ecbabebef77943d9e6e3b2a95,46.0,30,TOP,10624.2,5
191,b082b5850bb08a4329b8641e89fb6e64,33.0,49,HIGH,2822.4,3
192,6cb1c41b7b23e1fcd705ed479c9b580a,35.0,44,MEDIUM,382.85,2
193,a45f5cfca2dedda13cb86e24ce195120,41.0,44,HIGH,3252.32,3
194,63e5b93b083da81b78a2c29b10ff94df,,46,MEDIUM,530.33,2
195,6d3bd4fef4d999a749e658e6f5d218af,20.0,49,VERY HIGH,6604.019,4
196,e7c2f55ae8b36e3a9d9a9d724a4b3165,36.0,49,VERY HIGH,9391.8,4
197,3dd11c0f19c2172f104e7460dac1ff01,28.0,44,VERY HIGH,5474.47,4
198,a066602d0439401f738aa40af981305c,,46,MEDIUM,642.29,2
199,b77dedcc8f051181a74f63df045225a1,38.0,39,TOP,26094.64,5
200,83dd75e3db04c3cbbfdd9ff481605404,32.0,39,MEDIUM,399.92,2
201,43bb5bcf92d229fcc536de0dae2963a2,,39,VERY HIGH,7340.86,4
202,7771645e077cdb901cae96417a116246,34.0,39,VERY HIGH,6592.52,4
203,44fdf9ab4dcb56b8ddaa60db64883214,53.0,30,VERY HIGH,10056.4,4
204,4e6d8842a511b7752612e823af94114f,,44,LOW,0.0,1
205,5f5b06452a3002b01062188dfde7e83f,44.0,46,LOW,93.48,1
206,ecd09822167231d092601576bf87ddff,31.0,48,HIGH,2864.69,3
207,513f2ff57586426e48116c65f7623b9e,,39,MEDIUM,658.0,2
208,19ce233bc4e52c4ec59d5443cc6c8ca3,26.0,39,HIGH,3633.661125,3
209,41d0edd33097f5579018370bd97b8fb0,47.0,46,HIGH,2118.53,3
210,d0174295f52e9add1933b791ae28211a,23.0,46,LOW,0.0,1
211,43f8270ec993c1b7a1aca68a6ea10564,44.0,46,MEDIUM,482.62,2
212,73f3d4e17ba0db3dd0ed004721ee885e,56.0,33,HIGH,2081.65,3
213,b58a90784bd767e2f95e06793ddcc627,,30,HIGH,1876.8,3
214,7aadf3778f0baece784011b621913078,,39,VERY HIGH,8905.42,4
215,7d9429bb4da6e722d77554e7e3d671c8,39.0,44,VERY HIGH,7570.31,4
216,0a4c90327eabcc663f6d6a86bae09b4f,,49,VERY HIGH,5224.95,4
217,a06b5eb7c68ba3578f4aabc0d7e6767e,26.0,49,VERY HIGH,9607.1505,4
218,b3a7a1b23f61605bd77a1900857afc8f,22.0,42,HIGH,1655.1,3
219,0df605fc4937c96ea10a3a2dff97fdc0,,44,HIGH,1857.24,3
220,e1373398d0fcad3571fc6133234076b3,,46,HIGH,2866.935,3
221,f92c3cd31d293f499a8901cebf3dd810,,39,HIGH,3372.895,3
222,6ba5cff60a5968ea2e1f10abb4d97283,38.0,44,TOP,10774.08,5
223,421e4455ac82a900fe854e1021c2df6a,,39,VERY HIGH,9406.96,4
224,57ef6416aa7d2bfe7cce94d576500766,32.0,41,HIGH,1993.29,3
225,57ef6416aa7d2bfe7cce94d576500766,32.0,41,HIGH,1993.29,3
226,7e0584df4f0b1beafd77b178316e7522,41.0,46,HIGH,3961.775,3
227,052bb4384d53651fb32d73b9cbed39c0,,44,LOW,50.0,1
228,e5c456bff8c1932bcf1380bf5aa78b36,,39,VERY HIGH,4849.085,4
229,b4a31b3d349c51b3a9b857361fa0e8ac,,49,HIGH,2814.8,3
230,8bfc33153c88f52d94a6d9bd526add5b,,39,MEDIUM,385.02,2
231,4e8b8e2325b41dfdeb2fe7ed987cb06b,24.0,46,MEDIUM,1031.535,2
232,d7df64b3bcd8c433f087e55d0c293737,38.0,44,HIGH,1842.07,3
233,755dcb7e46c4318cc150d8e65092530a,26.0,44,HIGH,3086.72,3
234,9af7290903b6f6f33d3d09fc6ad92e80,33.0,46,TOP,11127.88,5
235,08475f774cfd5212b9818f3441cf5786,,186,HIGH,3430.37,3
236,741caf69f49d11641de246c2cb9f1e9f,28.0,46,HIGH,2610.77,3
237,c1e442bea9d23839b0bc8eb12dda5388,50.0,44,HIGH,2479.68,3
238,84d68e0b78ed843b1d3baba6e48d8bc0,,32,VERY HIGH,5745.2,4
239,b7d3b2c4b29499287d9273d279128d6f,,44,LOW,89.92,1
240,7ea5c438e17fa5d550f023c3849d03e7,,33,LOW,0.0,1
241,f7f90baa70693e52773b73236c557b21,20.0,46,MEDIUM,925.15,2
242,5bd96967a7a7c2c7732f03c9b89021c2,40.0,46,VERY HIGH,5939.55,4
243,e0c275cf0df2afd9e0dbefe4b1930a70,,39,MEDIUM,1366.6,2
244,ba2232dc167fc29ad28203d09b6c7044,,46,HIGH,3597.355,3
245,50bec50da3818d86642fd698c9ee0f33,,46,HIGH,2953.42,3
246,7a4d1cd401736b09e9e6f2d7fd391f07,,44,LOW,147.01,1
247,4729de386945bd43bda5b930cb25a46d,,49,HIGH,2370.0,3
248,aeafe8e81f340108cf8f2fa6a2fb288e,,49,HIGH,2102.6,3
249,4601fdf4f63434be227e988d64638ad2,,42,MEDIUM,773.0,2
250,f4b3fa55c079ce8473934b8f47654e7e,34.0,33,VERY HIGH,5545.45,4
251,90027465ff057a7e38790d174b8d8680,30.0,48,HIGH,3576.8,3
252,5d5761f363ca66068764b63a1d1647b3,26.0,39,TOP,13173.545,5
253,f72cc51413f29b2c48d3ac56e81f2ab3,26.0,44,TOP,23306.847999999998,5
254,f72cc51413f29b2c48d3ac56e81f2ab3,26.0,44,TOP,23306.847999999998,5
255,f72cc51413f29b2c48d3ac56e81f2ab3,26.0,44,TOP,23306.847999999998,5
256,42bfcd594b31e8f4f567158d8f9b66ea,33.0,46,MEDIUM,1399.915,2
257,8541e5af2bc0fc543b9de8670b53e6ad,,44,HIGH,3497.88,3
258,2acf7fe0891f9cd6f401409f96f6e79e,,39,HIGH,1944.8,3
259,d3f1a2d310a381ee1ef0f6c1e5bd4a73,,44,HIGH,4650.37,3
260,f34643971740b276bf95b65d8e7b4d4d,55.0,46,MEDIUM,1096.015,2
261,289d40522fc775f90cea6e7d252fd369,32.0,39,HIGH,2099.88,3
262,e996dc6d7276f782e02bde26b8af2aa9,33.0,46,HIGH,1712.25,3
263,e996dc6d7276f782e02bde26b8af2aa9,38.0,46,HIGH,1712.25,3
264,e996dc6d7276f782e02bde26b8af2aa9,38.0,46,HIGH,1712.25,3
265,903c98ba43bcb2f8a3fd863309d62e3c,56.0,135,VERY HIGH,7941.39,4
266,2a41cd610683c67565626fc3a701b928,,39,HIGH,2582.64,3
267,c0ccb18c6081df3f27f28a268d2b4fed,31.0,46,MEDIUM,1148.67,2
268,312982a40e6127b04fa925e074fb420c,42.0,39,VERY HIGH,7126.395,4
269,703752c84ae9122028a16b98072f1136,,46,HIGH,2116.195,3
270,117a68dc7ad79643b495eb2da9f51bf6,50.0,44,HIGH,1800.8,3
271,117a68dc7ad79643b495eb2da9f51bf6,50.0,44,HIGH,1800.8,3
272,2243509760e6fe923e18a6835058ac31,25.0,44,MEDIUM,497.22,2
273,58b0635478fabad1296cff9934920f34,,49,TOP,11917.4,5
274,58b0635478fabad1296cff9934920f34,40.0,49,TOP,11917.4,5
275,0752325b6d5275e906323284983fdf35,,46,MEDIUM,380.1,2
276,b87ebb24d696199a957107243af90060,,184,MEDIUM,900.07,2
277,8e464d2ba425eded545f1c010e3e6ac8,35.0,1000,HIGH,2325.4325,3
278,5caffed47e9d71b520e434da92220a82,26.0,39,VERY HIGH,9108.38,4
279,1780f90fcb2017855cec0adf017fa653,,46,MEDIUM,799.845,2
280,b9caf10252868e5d247bd39bc31540f7,,39,HIGH,1638.0,3
281,9bf76f1784db2e3ba2952ecd6d749dbb,50.0,30,TOP,15012.6,5
282,362ecb5a1a8cf6af395ab188cec17bfe,47.0,49,HIGH,2357.4565,3
283,8121c58ebc416f7f2903511e3728704f,,30,VERY HIGH,7494.66,4
284,3313ac384478100080f373ebc893cb13,,39,MEDIUM,1148.65,2
285,0d105d9dd9b9f648c6232b1a38bcf1e3,45.0,46,LOW,53.5,1
286,4dedc1abd2319c375c82435e4dd97411,26.0,46,HIGH,1745.855,3
287,88e292df81b4dabf8b696b831c9a8dc0,,30,HIGH,2067.6,3
288,d8bde39245e802e635e8ea8277af6725,,39,HIGH,3638.71,3
289,829e8c242fb0328cc01c6bf77f6603f2,34.0,39,TOP,11297.28,5
290,8997b08b9bcc414051a8b6cb429cc013,33.0,44,LOW,0.0,1
291,106b51c1fec42481aa2c699a01fd3393,,46,MEDIUM,1581.8,2
292,2bfe587d7b2607371ddc97c074e61a45,46.0,39,VERY HIGH,7072.845,4
293,2bfe587d7b2607371ddc97c074e61a45,46.0,39,VERY HIGH,7072.845,4
294,be142f743bd2d10aa92d07def39468cc,,30,HIGH,4101.05,3
295,a460f6b6e2fb7409f4e7994a2ba75ba9,,44,LOW,0.0,1
296,b6df39e9405e22f6b20ed9302b0873d5,,39,VERY HIGH,6080.5,4
297,c80726385888eb2570b67b39df35921b,25.0,44,MEDIUM,573.46,2
298,c80726385888eb2570b67b39df35921b,31.0,44,MEDIUM,573.46,2
299,5dccdbb0a038d918bc2aa2e2f5d68140,40.0,49,VERY HIGH,6413.6325,4
300,b927abea1d7719f272a3e087add23b2a,24.0,41,VERY HIGH,8464.27,4
301,48a50940b77e3e9fcfc220c67eee75ed,45.0,39,HIGH,3413.05,3
302,025385892317d25a8849b297d6cbe9e9,22.0,44,MEDIUM,535.66,2
303,488e885c216aad76d6857b0c8bcaf358,,44,MEDIUM,380.0,2
304,20dc799855fc8c5f6527c0c7451ee596,,39,TOP,11555.275,5
305,3389b1583c29e9159449aa813cdc19e4,26.0,49,LOW,200.0,1
306,101ff2743bdfa3c4282fd3d936c550b8,,49,VERY HIGH,5599.8,4
307,af15851ae27ef03ce8271c7197ce58fe,,46,MEDIUM,1346.745,2
308,3a3d444e34e26e9393dc07d293eacc39,,33,HIGH,2775.3,3
309,af123c684c8fa8de07a62c32641802c2,,32,VERY HIGH,5601.95,4
310,4acbd821f76deff1971d4ce80465f171,31.0,39,MEDIUM,1377.345,2
311,e283d88ca97ae4ffad96997939204777,21.0,46,HIGH,4289.69,3
312,986e6df1ab02fcaf18f6e6b46895ea4f,,44,HIGH,2180.88,3
313,f966bbd5b63e3361a6f9f8cb0311e6e1,53.0,31,TOP,20479.872381,5
314,041618086a9c6a21f9cb341b24ae1b79,23.0,39,HIGH,3937.805,3
315,ea0c80b54f247a0ec93d6f9244811655,,39,VERY HIGH,7009.08,4
316,6081a7bf372b2333afa1e74124547491,,39,LOW,0.0,1
317,d71c9734b368245d480728fe75b5a0cb,39.0,46,HIGH,3881.2957810000003,3
318,4c09e50f1f39a1c09dfe9d5455ad8e0c,43.0,184,LOW,368.28,1
319,4c09e50f1f39a1c09dfe9d5455ad8e0c,43.0,184,LOW,368.28,1
320,8447691e12a20d6dc37958d33130bdb2,35.0,49,MEDIUM,752.4939999999999,2
321,58bfbb776e44ffa84876eb2c3b83ba1f,32.0,39,HIGH,2673.62,3
322,523ddc499f54faabfff50176f435d67c,28.0,48,HIGH,4576.4,3
323,6ab5b6bb9190b5d0e8f2886ac22c317f,25.0,44,LOW,0.0,1
324,49ab9fe5040107165c8712e95f0f7b5a,24.0,44,MEDIUM,1108.96,2
325,c13b316e324025976dee12d2e8e5695d,,49,VERY HIGH,5858.6,4
326,5035e62f54c2995d4415d2961f300dd6,,46,TOP,13016.925,5
327,19d6c0d5d81b54f9147a1fde024569fc,31.0,39,MEDIUM,1502.18,2
328,f78e0ca53bb8a95f4ca3bd0afe7dbe53,70.0,39,VERY HIGH,6559.925,4
329,fdc19fab5bb237caa5d276ea56fb2999,38.0,39,HIGH,2208.64,3
330,406264ef588fa3b6d96d10715a021182,46.0,30,TOP,19927.6,5
331,10ff2fb63ab96d2fd4458dae7efb98b1,21.0,30,LOW,0.0,1
332,f6d3b0b3fba8e754d8ddb0349cd29371,,44,VERY HIGH,7536.75,4
333,1ee0cf3b45600b3cc5283f254f9910b2,,44,LOW,0.0,1
334,4b9faff91e29c0f35963a2cd84f4e210,33.0,30,HIGH,1965.4,3
